Age,Gender,Weight (kg),Height (m),Calories_Burned,Workout_Type,Workout_Frequency (days/week),BMI,Name of Exercise
29.86,Male,120.83,2.0,1197.0,Cardio,4.0,30.21,Lateral Raises
45.91,Male,88.61,1.63,743.85,Strength,2.03,33.35,Box Jumps
49.27,Male,82.61,1.95,2735.5,HIIT,4.99,21.73,Mountain Climbers
50.79,Male,59.19,1.65,1172.18,Cardio,2.99,21.74,Zottman Curls
18.94,Female,48.33,1.52,951.26,Strength,2.02,20.92,Superman
37.03,Male,74.34,1.69,533.14,Strength,1.99,26.03,Inverted Rows
31.2,Male,86.08,1.76,1405.17,Strength,3.01,27.79,Scissors Kicks
54.51,Female,54.05,1.76,1688.19,HIIT,4.0,17.45,Face Pulls
42.6,Male,96.28,1.85,845.57,Yoga,1.99,28.13,Tricep Extensions
49.95,Female,56.8,1.59,1245.13,Strength,3.04,22.47,Face Pulls
30.18,Female,92.07,1.99,1806.89,HIIT,3.0,23.25,Zottman Curls
18.0,Female,114.97,1.97,907.22,Cardio,3.01,29.62,Prone Cobras
18.23,Female,72.68,1.54,640.2,Yoga,1.99,30.65,Windshield Wipers
52.47,Male,83.85,1.85,793.44,Yoga,1.98,24.5,Thrusters
45.75,Female,80.79,1.6,1230.17,Strength,3.96,31.56,Lunges
29.9,Female,69.92,1.56,1113.33,Strength,4.01,28.73,Prone Cobras
38.67,Female,61.4,1.77,1307.99,Strength,3.0,19.6,Renegade Rows
54.0,Male,86.61,1.95,765.6,Yoga,2.03,22.78,Zottman Curls
51.68,Male,72.59,1.94,1400.43,Cardio,3.02,19.29,Superman
42.89,Female,64.29,1.66,1460.84,Yoga,4.02,23.33,Renegade Rows
37.71,Female,57.36,1.56,1714.68,Cardio,5.0,23.57,Tricep Extensions
34.95,Female,127.01,1.62,1101.6,Strength,4.04,48.4,Tricep Extensions
44.2,Female,48.34,1.76,581.33,Yoga,2.02,15.61,Tricep Dips
27.21,Male,53.1,1.58,914.4,Yoga,3.98,21.27,Kettlebell Swings
45.97,Male,53.73,1.72,586.87,Yoga,2.01,18.16,Pistol Squats
45.75,Male,60.21,1.71,1304.6,Yoga,3.99,20.59,Push-ups
34.99,Male,55.13,1.56,1992.06,Strength,4.99,22.65,Bicycle Crunches
39.85,Male,72.18,1.6,861.3,Strength,2.97,28.2,Deadlifts
46.71,Male,88.98,1.84,1544.4,Strength,3.0,26.28,Reverse Lunges
51.96,Male,58.94,1.71,1227.6,Strength,2.98,20.16,Jumping Jacks
52.78,Male,54.55,1.74,977.57,Yoga,3.01,18.02,Dips
18.0,Male,67.34,1.6,594.54,Strength,3.02,26.3,Dead Bugs
32.06,Male,70.59,1.62,809.59,Yoga,2.01,26.9,Bear Crawls
21.03,Male,59.98,1.7,2050.38,Cardio,5.02,20.75,Leg Press
36.15,Female,121.21,1.93,1607.86,Strength,3.0,32.54,Box Jumps
19.13,Male,47.03,1.63,1292.76,Cardio,4.01,17.7,Flutter Kicks
52.54,Female,46.96,1.76,1402.7,HIIT,4.0,15.16,Deadlifts
18.0,Female,70.1,1.61,1582.22,HIIT,2.0,27.04,Lunges
52.23,Male,70.07,1.69,904.2,Yoga,3.0,24.53,Windshield Wipers
34.07,Female,73.78,1.57,1469.2,Strength,2.97,29.93,Bench Press
25.23,Female,76.53,1.96,580.8,Cardio,2.99,19.92,Leg Press
28.22,Male,70.1,1.58,1419.62,Cardio,3.01,28.08,Superman
21.51,Male,88.47,1.62,1955.2,Cardio,4.99,33.71,Kettlebell Swings
20.85,Male,100.86,1.84,1277.1,Strength,2.02,29.79,Flutter Kicks
25.27,Female,63.21,1.68,633.6,Yoga,2.01,22.4,Bicycle Crunches
42.82,Male,41.96,1.66,644.15,Cardio,2.01,15.23,Resistance Band Pull-Aparts
57.81,Female,46.06,1.67,1393.2,Strength,4.01,16.52,Jumping Jacks
28.96,Male,86.91,1.86,2173.6,HIIT,3.99,25.12,Bicep Curls
36.69,Male,54.87,1.57,1164.77,Cardio,3.01,22.26,Plyometric Push-ups
31.07,Male,54.24,1.76,878.4,Yoga,4.0,17.51,Push-ups
58.02,Male,88.98,1.72,791.28,Cardio,1.98,30.08,Plyo Squats
47.21,Female,61.7,1.54,2279.74,Strength,3.99,26.02,Mountain Climbers
51.86,Male,50.78,1.79,1016.4,HIIT,2.03,15.85,Dragon Flags
55.69,Female,125.25,1.86,1334.31,HIIT,3.02,36.2,Turkish Get-ups
48.07,Male,129.43,1.61,1387.16,HIIT,4.01,49.93,Superman
32.9,Female,106.37,1.6,1013.51,Yoga,4.02,41.55,Flutter Kicks
36.76,Female,48.9,1.74,1188.99,Strength,3.02,16.15,Kettlebell Swings
50.97,Male,74.59,1.55,617.12,Cardio,2.01,31.05,Face Pulls
43.02,Female,83.15,1.95,1989.46,Cardio,4.99,21.87,Reverse Lunges
55.85,Female,55.86,1.92,608.3,Cardio,3.0,15.15,Push-ups
42.33,Male,63.07,1.71,1884.45,HIIT,3.01,21.57,Pull-ups
28.91,Female,68.18,1.7,751.72,Strength,1.98,23.59,Calf Raises
21.26,Female,67.23,1.61,949.61,Yoga,2.99,25.94,Wall Angels
25.15,Female,66.18,1.61,1668.28,HIIT,1.98,25.53,Pull-ups
22.12,Male,101.81,1.85,1937.17,HIIT,3.97,29.75,Decline Push-ups
24.96,Female,65.24,1.76,587.93,Yoga,3.01,21.06,Thrusters
43.74,Female,58.53,1.52,2241.65,HIIT,4.98,25.33,Push Ups
33.91,Female,65.92,1.62,723.57,Cardio,2.0,25.12,Leg Raises
52.94,Male,53.34,1.74,1811.41,HIIT,2.98,17.62,Zottman Curls
28.1,Female,70.54,1.59,1611.88,Strength,3.0,27.9,Dragon Flags
41.83,Female,42.78,1.74,686.4,Yoga,3.0,14.13,Deadlifts
26.74,Male,61.85,1.8,1311.2,Cardio,1.98,19.09,Turkish Get-ups
28.42,Female,81.28,1.97,1284.03,Yoga,5.0,20.94,Calf Raises
40.63,Female,43.41,1.77,1039.34,Cardio,3.0,13.86,Russian Twists
28.99,Male,121.03,1.87,1415.98,Strength,4.0,34.61,Incline Push-ups
45.31,Female,57.9,1.72,1702.8,HIIT,3.99,19.57,Inverted Rows
44.63,Female,79.23,1.95,1940.4,HIIT,3.01,20.84,Seated Rows
51.98,Male,70.84,1.72,1742.4,HIIT,3.01,23.95,Frog Jumps
33.83,Male,68.0,1.68,435.6,Yoga,2.03,24.09,Reverse Lunges
26.42,Female,53.85,1.65,1156.56,Strength,4.0,19.78,Dragon Flags
23.84,Male,87.12,1.74,1630.29,Cardio,4.03,28.78,Box Jumps
58.07,Female,90.53,1.72,792.72,Cardio,1.98,30.6,Plyometric Push-ups
49.02,Female,79.24,1.73,1766.6,HIIT,3.0,26.48,Rows
34.06,Female,74.15,1.57,1294.78,Cardio,2.99,30.08,Turkish Get-ups
25.99,Male,64.68,1.5,1506.56,Yoga,5.01,28.75,Lateral Raises
48.29,Male,94.09,1.7,1329.87,HIIT,3.01,32.56,Inverted Rows
51.12,Male,70.68,1.55,923.16,Yoga,2.99,29.42,Windshield Wipers
30.71,Male,86.46,1.69,2461.49,HIIT,4.02,30.27,Flutter Kicks
22.73,Female,106.94,1.94,1629.04,HIIT,1.97,28.41,Lat Pulldowns
26.94,Female,58.19,1.79,1388.52,Strength,1.97,18.16,Face Pulls
56.05,Female,52.21,1.64,1200.8,Strength,3.0,19.41,Superman
42.37,Male,73.1,1.62,1544.4,HIIT,4.0,27.85,Tricep Extensions
22.69,Female,42.17,1.58,678.22,HIIT,3.0,16.89,Scissors Kicks
50.88,Female,58.78,1.65,1327.29,Strength,3.02,21.59,Reverse Lunges
42.34,Female,58.96,1.74,1388.4,Yoga,5.04,19.47,Rows
51.93,Male,63.05,1.62,1249.04,Cardio,4.0,24.02,Bicep Curls
48.4,Female,115.73,1.86,1347.62,Strength,2.99,33.45,Superman
26.71,Male,69.42,1.76,619.27,Yoga,3.0,22.41,Squats
24.47,Male,58.25,1.56,1456.78,Strength,3.03,23.94,Calf Raises
19.69,Female,50.88,1.68,870.47,Yoga,3.0,18.03,Windshield Wipers
55.98,Male,88.74,1.85,1232.4,Yoga,3.97,25.93,Lunges
43.3,Female,64.84,1.66,2194.52,Strength,3.98,23.53,Plank
18.0,Male,66.36,1.75,929.75,Strength,1.99,21.67,Tricep Extensions
18.0,Male,62.08,1.59,893.54,Yoga,4.01,24.56,Pull-ups
29.78,Male,121.94,2.0,891.31,Yoga,3.99,30.48,Plank
55.03,Male,50.03,1.76,1273.62,Strength,1.99,16.15,Bicycle Crunches
48.78,Male,83.21,1.95,2717.0,HIIT,5.01,21.88,Zottman Curls
54.01,Male,64.29,1.69,2424.14,HIIT,4.01,22.51,Reverse Lunges
57.2,Male,76.47,1.63,834.9,HIIT,2.97,28.78,Pull-ups
33.48,Male,57.74,1.53,1915.07,Cardio,5.0,24.67,Bear Crawls
27.89,Female,54.79,1.79,2827.04,HIIT,5.02,17.1,Pull-ups
56.29,Male,69.99,1.69,435.2,Yoga,2.0,24.51,Scissors Kicks
51.81,Female,71.46,1.72,943.2,Yoga,3.02,24.15,Bulgarian Split Squats
19.82,Female,120.72,1.73,970.41,Cardio,3.0,40.34,Windshield Wipers
22.45,Female,61.67,1.52,2608.85,HIIT,5.0,26.69,Scissors Kicks
36.14,Female,55.87,1.95,1035.94,Cardio,3.98,14.69,Inverted Rows
43.62,Male,65.51,1.8,724.01,Strength,2.03,20.22,Push Ups
55.68,Male,89.04,1.85,1234.3,Yoga,4.0,26.02,Windshield Wipers
20.24,Female,65.32,1.52,986.33,Cardio,3.99,28.27,Leg Press
36.89,Female,73.27,1.74,1111.47,Strength,3.01,24.2,Incline Push-ups
25.94,Male,58.4,1.51,1334.83,Yoga,4.95,25.61,Lunges
32.15,Male,88.28,1.88,2192.95,HIIT,5.0,24.98,Burpees
41.89,Male,56.91,1.53,1292.35,HIIT,2.98,24.31,Bicycle Crunches
31.44,Female,86.0,1.76,1392.04,Strength,3.04,27.76,Resistance Band Pull-Aparts
34.12,Female,65.69,1.62,968.88,HIIT,2.0,25.03,Russian Twists
56.37,Male,91.17,1.61,1478.37,Strength,3.0,35.17,Pull-ups
44.34,Female,90.06,1.99,999.13,Yoga,4.01,22.74,Burpees
49.89,Male,73.67,1.55,1075.92,HIIT,3.02,30.66,Flutter Kicks
22.82,Female,114.85,1.6,1935.55,HIIT,4.01,44.86,Bench Press
19.25,Female,72.44,1.94,1124.14,Cardio,3.01,19.25,Turkish Get-ups
38.72,Male,55.89,1.6,782.49,Cardio,2.02,21.83,Mountain Climbers
20.35,Male,71.25,1.69,1394.36,Strength,2.97,24.95,Windshield Wipers
30.28,Male,113.11,1.91,1245.13,Strength,3.0,31.01,Calf Raises
40.81,Male,74.4,1.61,1410.05,HIIT,4.0,28.7,Frog Jumps
27.9,Male,62.71,1.62,673.2,Strength,2.0,23.89,Flutter Kicks
18.0,Female,72.45,1.54,960.3,Strength,2.03,30.55,Face Pulls
53.7,Female,87.15,1.76,1950.34,HIIT,2.99,28.13,Mountain Climbers
20.81,Male,101.15,1.95,971.96,Strength,3.01,26.6,Prone Cobras
55.86,Male,125.59,1.8,1358.53,Strength,3.97,38.76,Plyometric Push-ups
51.76,Male,85.64,1.82,2545.4,HIIT,3.98,25.85,Leg Raises
30.93,Female,62.58,1.62,2229.08,HIIT,3.96,23.85,Face Pulls
32.47,Female,102.38,1.98,1338.08,Strength,2.99,26.11,Russian Twists
41.09,Female,66.52,1.69,501.14,Yoga,2.01,23.29,Flutter Kicks
20.8,Female,93.37,1.73,998.99,Strength,2.01,31.2,Frog Jumps
39.6,Female,56.05,1.79,1404.0,Yoga,4.99,17.49,Bench Press
38.97,Male,55.69,1.71,2283.26,Strength,5.0,19.05,Tricep Extensions
56.24,Female,53.02,1.64,1055.12,Cardio,2.99,19.71,Bench Press
42.76,Male,95.9,1.85,1545.98,HIIT,1.96,28.02,Bench Press
54.93,Female,52.56,1.68,751.72,Strength,3.0,18.62,Mountain Climbers
20.9,Male,101.21,1.84,1144.0,Cardio,2.03,29.89,Flutter Kicks
58.1,Male,75.1,1.78,1133.06,Strength,3.98,23.7,Squats
36.01,Male,48.54,1.68,809.59,Yoga,2.98,17.2,Bench Press
40.2,Female,53.08,1.61,765.6,Cardio,2.02,20.48,Bicep Curls
27.17,Male,87.41,1.63,1818.6,Cardio,4.97,32.9,Lateral Raises
22.57,Male,108.48,1.92,890.19,Strength,2.02,29.43,Thrusters
40.05,Female,72.57,1.6,1053.66,HIIT,3.0,28.35,Leg Raises
39.91,Male,68.56,1.99,1114.53,Cardio,3.96,17.31,Shoulder Press
20.91,Male,93.74,1.73,880.0,Cardio,1.97,31.32,Kettlebell Swings
59.02,Male,88.47,1.76,1782.0,HIIT,3.0,28.56,Bicycle Crunches
56.61,Male,81.51,1.69,1104.0,Cardio,3.96,28.54,Dragon Flags
34.81,Male,100.72,1.63,1088.01,Strength,1.97,37.91,Thrusters
53.09,Female,51.56,1.7,827.31,Yoga,2.99,17.84,Dragon Flags
50.57,Female,108.52,1.78,652.21,HIIT,2.99,34.25,Thrusters
57.27,Male,44.16,1.75,918.23,Yoga,2.0,14.42,Plyometric Push-ups
48.4,Female,115.0,1.86,1645.6,HIIT,3.01,33.24,Calf Raises
43.29,Female,53.07,1.59,992.2,HIIT,2.03,20.99,Leg Raises
51.76,Male,70.64,1.58,1347.52,HIIT,3.0,28.3,Frog Jumps
41.23,Female,63.65,1.59,1913.6,Cardio,5.0,25.18,Kettlebell Swings
56.81,Female,85.55,1.69,2533.05,HIIT,5.0,29.95,Pull-ups
44.93,Female,71.6,1.68,1656.19,HIIT,2.99,25.37,Pull-ups
38.88,Female,102.25,1.94,586.87,Yoga,3.0,27.17,Shoulder Press
43.11,Male,113.19,1.83,1914.0,HIIT,3.98,33.8,Kettlebell Swings
20.89,Female,93.65,1.73,980.99,Strength,1.98,31.29,Prone Cobras
51.46,Female,44.84,1.63,1044.66,Cardio,4.02,16.88,Rows
43.92,Male,94.31,1.84,1661.81,HIIT,4.02,27.86,Dips
52.81,Female,56.61,1.59,1420.8,Cardio,3.03,22.39,Squats
31.15,Male,79.0,1.71,1430.4,Cardio,4.0,27.02,Inverted Rows
51.91,Male,86.47,1.8,2012.4,Strength,4.99,26.69,Leg Press
28.9,Male,87.29,1.89,2049.07,Strength,5.0,24.44,Tricep Dips
38.77,Female,71.25,1.88,491.01,Cardio,1.99,20.16,Lat Pulldowns
52.88,Female,73.49,1.76,784.8,Yoga,3.02,23.72,Inverted Rows
56.09,Female,129.49,1.95,881.6,Cardio,1.98,34.05,Decline Push-ups
57.17,Female,81.9,1.86,1872.0,Cardio,5.02,23.67,Bird Dogs
28.66,Female,55.18,1.52,1295.95,Cardio,3.01,23.88,Dips
42.95,Male,53.79,1.72,1360.73,HIIT,3.99,18.18,Mountain Climbers
35.11,Female,58.97,1.66,858.78,Yoga,3.02,21.4,Deadlift
20.15,Female,120.19,1.73,1317.8,HIIT,2.98,40.16,Push Ups
52.07,Male,74.57,1.63,1645.88,HIIT,2.99,28.07,Deadlift
34.06,Female,54.74,1.52,1366.06,HIIT,3.0,23.69,Plank
44.8,Female,57.82,1.7,626.43,Yoga,3.03,20.01,Plyometric Push-ups
39.8,Male,68.6,1.99,836.59,Yoga,4.03,17.32,Box Jumps
42.82,Female,52.26,1.59,808.85,Strength,1.97,20.67,Glute Bridges
53.03,Male,73.17,1.55,1544.4,HIIT,4.02,30.46,Push Ups
38.2,Male,57.24,1.56,1911.5,Strength,5.0,23.52,Plyo Squats
18.83,Male,48.63,1.52,854.38,Cardio,1.99,21.05,Face Pulls
57.61,Female,59.4,1.59,2320.16,Strength,4.0,23.5,Scissors Kicks
37.86,Female,56.31,1.6,1162.57,Cardio,4.0,22.0,Inverted Rows
21.85,Male,63.33,1.54,1098.85,Strength,3.98,26.7,Mountain Climbers
32.48,Female,68.2,1.75,1027.56,HIIT,1.99,22.27,Bulgarian Split Squats
21.02,Male,61.35,1.57,2007.2,Cardio,4.01,24.89,Squats
28.64,Male,67.31,1.7,660.6,Cardio,1.96,23.29,Tricep Extensions
22.51,Male,71.4,1.77,983.4,Yoga,3.01,22.79,Mountain Climbers
41.74,Male,73.42,1.62,1261.49,Strength,4.03,27.98,Plank
48.63,Female,57.56,1.51,1468.8,Strength,3.98,25.24,Dead Bugs
25.08,Male,123.18,1.99,993.5,Cardio,2.99,31.11,Dips
33.19,Male,53.43,1.66,825.75,Yoga,3.02,19.39,Rows
22.04,Male,58.87,1.72,1078.2,Strength,3.02,19.9,Kettlebell Swings
37.96,Female,77.29,1.57,651.2,Cardio,1.99,31.36,Flutter Kicks
41.66,Female,71.27,1.96,330.6,Yoga,2.02,18.55,Push-ups
20.88,Female,102.17,1.84,1152.8,Cardio,2.0,30.18,Turkish Get-ups
43.01,Male,54.87,1.82,1309.18,HIIT,2.99,16.57,Bird Dogs
54.0,Female,86.67,1.76,1966.8,HIIT,3.0,27.98,Frog Jumps
49.74,Male,101.86,1.67,356.4,Yoga,1.98,36.52,Glute Bridges
53.44,Female,56.69,1.75,2512.93,HIIT,4.97,18.51,Leg Raises
40.02,Male,51.47,1.82,587.4,Yoga,3.03,15.54,Decline Push-ups
57.3,Female,76.56,1.86,1104.0,Cardio,4.02,22.13,Mountain Climbers
42.28,Male,46.48,1.77,403.7,Yoga,2.02,14.84,Bicep Curls
21.56,Female,98.1,1.88,525.18,Strength,2.0,27.76,Lunges
22.89,Male,80.91,1.85,1255.8,Yoga,4.01,23.64,Deadlift
42.33,Female,65.01,1.65,1186.02,Strength,2.99,23.88,Renegade Rows
24.12,Female,72.81,1.76,561.0,Yoga,2.98,23.51,Plyometric Push-ups
24.87,Male,62.84,1.65,1046.25,Cardio,3.0,23.08,Deadlifts
23.95,Female,59.25,1.51,1272.81,HIIT,1.99,25.99,Plyometric Push-ups
40.34,Female,69.31,1.5,1360.8,Strength,3.01,30.8,Push-ups
53.04,Female,69.0,1.97,1248.0,Cardio,3.0,17.78,Lunges
45.21,Female,85.06,1.86,1278.22,Yoga,5.03,24.59,Pull-ups
59.33,Male,50.11,1.95,931.95,Cardio,3.0,13.18,Rows
40.9,Male,82.18,1.79,1319.21,Yoga,4.0,25.65,Leg Press
45.22,Male,41.15,1.58,971.96,Yoga,2.01,16.48,Wall Angels
21.96,Female,96.29,1.63,1471.25,Strength,3.98,36.24,Deadlifts
42.78,Male,108.65,1.73,871.99,Yoga,2.01,36.3,Deadlifts
32.63,Female,41.11,1.63,1028.91,Cardio,4.0,15.47,Inverted Rows
45.99,Female,58.16,1.53,1901.74,Cardio,4.01,24.85,Thrusters
30.25,Female,62.72,1.67,1100.68,Strength,3.98,22.49,Flutter Kicks
32.13,Female,126.46,1.83,1056.88,Cardio,3.03,37.76,Bulgarian Split Squats
57.38,Female,75.84,1.63,455.4,Yoga,2.97,28.54,Flutter Kicks
27.12,Male,88.87,1.98,1395.13,Yoga,3.99,22.67,Leg Raises
44.9,Female,80.97,1.75,2427.26,HIIT,3.98,26.44,Squats
47.81,Male,73.32,1.61,1783.48,HIIT,4.0,28.29,Bench Press
48.89,Male,58.01,1.99,619.27,Yoga,3.01,14.65,Box Jumps
21.1,Female,100.07,1.95,639.04,Yoga,3.01,26.32,Incline Push-ups
18.86,Female,60.41,1.59,986.5,Cardio,2.01,23.9,Plank
48.14,Female,52.61,1.66,500.69,Yoga,3.01,19.09,Deadlifts
53.9,Male,47.64,1.6,864.72,Yoga,4.01,18.61,Step-ups
49.16,Female,46.51,1.71,1345.12,Cardio,4.0,15.91,Reverse Lunges
57.66,Male,58.26,1.66,1186.92,Strength,1.99,21.14,Bulgarian Split Squats
53.86,Female,74.92,1.61,1352.47,Cardio,4.03,28.9,Superman
32.08,Male,78.65,1.62,1128.45,Cardio,3.0,29.97,Lateral Raises
31.96,Female,96.87,1.96,1304.51,Cardio,2.98,25.22,Push-ups
33.69,Female,68.22,1.5,1480.83,Strength,4.01,30.32,Deadlifts
43.76,Female,77.64,1.79,1718.2,HIIT,3.02,24.23,Scissors Kicks
57.77,Male,109.01,1.91,1071.01,Yoga,3.02,29.88,Lat Pulldowns
41.03,Male,78.44,1.72,727.2,Yoga,4.0,26.51,Push Ups
50.66,Female,48.33,1.77,970.2,Yoga,1.99,15.43,Plyometric Push-ups
32.87,Male,47.0,1.5,1101.1,HIIT,3.0,20.89,Wall Angels
28.98,Male,55.89,1.61,1407.08,Strength,3.0,21.56,Calf Raises
49.05,Male,79.42,1.72,1768.21,HIIT,2.99,26.85,Box Jumps
55.9,Male,59.0,1.56,907.2,Yoga,3.98,24.24,Mountain Climbers
19.23,Male,82.89,1.96,1471.93,Yoga,4.99,21.58,Tricep Extensions
51.54,Male,68.33,1.63,765.6,Yoga,3.0,25.72,Bench Press
33.1,Male,64.67,1.71,850.31,Yoga,3.97,22.12,Bench Press
18.82,Male,73.1,1.79,980.99,HIIT,3.02,22.81,Plyo Squats
55.76,Female,50.33,1.7,852.17,Yoga,1.98,17.42,Bench Press
56.81,Male,95.81,1.74,1599.86,HIIT,3.01,31.65,Prone Cobras
28.09,Female,78.21,1.63,792.0,Yoga,3.0,29.44,Reverse Lunges
28.82,Male,86.71,1.62,2157.64,HIIT,4.0,33.04,Shoulder Press
33.83,Female,92.54,1.76,487.51,Yoga,3.01,29.87,Decline Push-ups
57.93,Male,58.56,1.66,1465.43,HIIT,2.05,21.25,Step-ups
21.52,Male,51.27,1.59,1207.58,Cardio,3.02,20.28,Wall Angels
42.8,Male,66.51,1.83,1200.8,Strength,2.97,19.86,Dips
39.1,Male,57.98,1.93,1784.97,HIIT,3.99,15.57,Bulgarian Split Squats
40.83,Female,72.1,1.64,1879.09,HIIT,3.0,26.81,Prone Cobras
21.78,Female,110.71,1.92,1112.67,Cardio,3.02,30.03,Plyometric Push-ups
57.97,Male,64.92,1.63,1480.86,HIIT,2.98,24.43,Russian Twists
22.16,Female,62.2,1.52,2132.68,Strength,5.01,26.92,Seated Rows
25.31,Female,87.97,1.95,938.05,Yoga,2.02,23.13,Lateral Raises
55.23,Female,48.65,1.76,839.72,Yoga,2.03,15.71,Bulgarian Split Squats
26.07,Female,45.09,1.6,948.67,Cardio,3.0,17.61,Bench Press
50.19,Female,57.7,1.79,1240.2,Yoga,3.99,18.01,Squats
32.94,Female,105.64,1.6,1509.48,Strength,4.01,41.27,Pull-ups
42.6,Female,73.08,1.88,1038.4,Cardio,3.02,20.68,Prone Cobras
18.0,Female,65.04,1.82,1597.2,HIIT,2.98,19.64,Leg Raises
39.78,Female,73.58,1.94,711.5,Cardio,1.98,19.55,Push Ups
45.02,Male,52.73,1.85,797.87,Yoga,2.98,15.41,Plyo Squats
42.96,Female,103.14,1.72,992.2,HIIT,1.99,34.86,Dead Bugs
55.98,Male,69.73,1.68,797.87,HIIT,2.01,24.71,Scissors Kicks
45.1,Female,65.37,1.68,502.06,Yoga,2.98,23.16,Inverted Rows
40.17,Female,72.86,1.94,967.12,HIIT,2.03,19.36,Bird Dogs
54.07,Male,57.87,1.59,1071.14,Strength,2.0,22.89,Bicycle Crunches
19.04,Female,72.03,1.94,1123.2,Cardio,3.02,19.14,Deadlifts
28.26,Female,85.95,1.76,1293.84,Strength,2.98,27.75,Bird Dogs
31.71,Male,48.65,1.62,1123.2,Cardio,3.01,18.54,Scissors Kicks
24.3,Male,52.61,1.57,1135.2,Cardio,2.03,21.34,Pistol Squats
20.88,Female,81.64,1.9,2120.96,Strength,4.0,22.61,Bicycle Crunches
58.17,Male,62.8,1.78,2273.7,HIIT,3.98,19.82,Deadlifts
40.88,Female,101.68,1.83,955.9,HIIT,2.01,30.36,Plyometric Push-ups
31.3,Female,47.51,1.65,726.0,Yoga,2.01,17.45,Bench Press
27.33,Male,67.17,1.67,604.45,Strength,2.99,24.08,Bulgarian Split Squats
25.02,Male,41.55,1.67,1359.6,HIIT,2.99,14.9,Push Ups
40.26,Male,73.34,1.6,861.3,Strength,3.0,28.65,Bicycle Crunches
55.63,Male,84.96,1.79,1286.27,Strength,3.01,26.52,Push-ups
30.7,Female,54.23,1.76,870.47,Yoga,4.02,17.51,Lat Pulldowns
20.97,Male,51.07,1.71,1410.05,HIIT,2.99,17.47,Calf Raises
44.97,Female,52.14,1.85,1056.0,Cardio,3.01,15.23,Bicep Curls
52.19,Female,59.81,1.71,1477.54,HIIT,3.0,20.45,Turkish Get-ups
24.41,Male,87.9,1.79,1842.22,Cardio,3.97,27.43,Lat Pulldowns
40.38,Female,76.89,1.92,1095.31,Cardio,4.01,20.86,Wall Angels
23.46,Male,41.39,1.75,801.9,Strength,2.98,13.52,Prone Cobras
46.12,Female,84.28,2.0,1912.13,Cardio,4.97,21.07,Step-ups
50.26,Male,73.38,1.56,586.33,Yoga,3.03,30.15,Reverse Lunges
36.18,Female,109.9,1.77,1429.1,HIIT,1.98,35.08,Face Pulls
31.97,Male,106.1,1.67,555.41,Strength,2.98,38.04,Deadlift
38.4,Male,83.04,1.74,2363.13,HIIT,5.01,27.43,Box Jumps
42.01,Male,62.35,1.98,1013.51,Yoga,4.01,15.9,Deadlift
33.0,Female,53.25,1.66,1246.27,Strength,2.97,19.32,Decline Push-ups
34.07,Male,125.66,1.63,1524.07,Strength,3.01,47.3,Dead Bugs
29.15,Male,106.36,1.81,1383.55,Strength,4.01,32.47,Flutter Kicks
50.96,Female,75.04,1.55,469.03,Yoga,2.0,31.23,Kettlebell Swings
31.96,Male,108.08,1.8,1540.89,HIIT,3.04,33.36,Inverted Rows
23.73,Female,40.55,1.64,980.99,Strength,2.0,15.08,Russian Twists
26.92,Female,71.12,1.97,871.99,HIIT,2.97,18.33,Plyometric Push-ups
25.19,Female,105.3,1.89,1764.38,HIIT,3.01,29.48,Tricep Extensions
39.0,Female,127.97,1.82,1359.67,Strength,2.99,38.63,Prone Cobras
54.03,Female,71.28,1.86,1230.17,Strength,3.01,20.6,Superman
35.86,Female,58.98,1.78,832.36,Strength,2.0,18.62,Wall Angels
41.01,Female,71.45,1.83,1218.37,Strength,3.03,21.34,Prone Cobras
44.01,Female,61.07,1.65,1220.22,Cardio,4.04,22.43,Resistance Band Pull-Aparts
18.78,Female,60.66,1.59,1000.46,Cardio,1.98,23.99,Renegade Rows
47.25,Female,68.71,1.76,985.58,Yoga,3.02,22.18,Renegade Rows
35.06,Female,78.19,1.64,1241.5,Cardio,3.99,29.07,Push-ups
27.11,Male,61.77,1.81,1457.95,Strength,2.0,18.85,Windshield Wipers
23.41,Female,41.96,1.58,491.46,Cardio,3.0,16.81,Plyometric Push-ups
19.33,Female,110.68,1.91,1285.83,Strength,1.99,30.34,Plank
20.13,Female,65.3,1.52,748.8,Yoga,4.01,28.26,Bicep Curls
29.72,Female,91.49,1.99,1808.4,HIIT,3.01,23.1,Leg Raises
18.21,Female,125.4,1.67,1382.4,Cardio,3.02,44.96,Bear Crawls
43.03,Female,58.44,1.61,998.4,Cardio,3.03,22.55,Deadlifts
35.14,Male,101.32,1.76,731.73,Cardio,2.03,32.71,Dead Bugs
25.92,Female,128.1,1.73,1597.2,HIIT,2.99,42.8,Flutter Kicks
20.2,Female,124.51,1.82,1198.0,Cardio,3.0,37.59,Squats
55.93,Male,88.19,1.71,2414.84,HIIT,4.0,30.16,Bulgarian Split Squats
39.77,Male,51.78,1.61,772.99,Cardio,2.01,19.98,Kettlebell Swings
34.99,Female,79.61,1.64,1680.59,HIIT,3.99,29.6,Leg Press
41.2,Female,66.04,1.69,936.78,HIIT,1.96,23.12,Superman
20.22,Female,128.15,1.84,732.39,Cardio,2.99,37.85,Dips
20.05,Female,128.0,1.92,416.56,Yoga,1.99,34.72,Tricep Extensions
34.69,Male,65.63,1.62,1333.2,HIIT,3.98,25.01,Superman
